review_id,asin,product_name,review_text,rating,labeled_issue,labeled_severity_score,labeled_risk_level
242,B089HR6CQP,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","I expect a gaming laptop to get hot, but this thing doesn't take long to hit 100 degrees Celsius and lacks options it's competition has to undervolt and underclock.<br /><br />I'm saddened, but paid for the protection plan so fine whatever. I expect to go through a few of these before I need to upgrade again.",3.0,overheating,87.5,CRITICAL
243,B089HR6CQP,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black",Great laptop. Great power  and high quality display.<br />Battery life is not good.<br />Fans are noisy when engaged,5.0,overheating,42.5,MEDIUM
244,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","[[VIDEOID:c38a7ea427bdb28e8883f3524cfc3adc]] The laptop is gorgeous but beware of the touchpad as it wobbles and has like a false click when you're using it; this is by now a known issue and my unit was affected by it. I'm evaluating my replacement options right now but it seems it's hard to get an unit without this or worse issues.<br /><br />Update1: FusionTech wants to replace the part with an on-site technician visit but they are backordered. Will update this review if this works.<br /><br />Update2: Almost 30 days after purchase and 20 days since contacting support FusionTech has not scheduled the technician visit as the order is backordered. Beware when buying this laptop, a lot of them present this issue.<br /><br />Update3: I have received 3 units of this laptop so far (two replacements). The QA is really bad, they all had touchpad or screen issues, the latest one having flex to click issues (google: ""flex to click xps 9500""). BTW the technician visit on update2 was never scheduled and the ETA was moved up twice. If you're picky with touchpads or quality of your purchases don't buy this model. Reducing my review to one star.",1.0,screen,82.5,CRITICAL
245,B07BXG7725,"FusionTech Gaming Laptop - 15"" FHD, 8th Gen Intel Core i7-8750H CPU, 16GB RAM, 256GB SSD+1TB HDD, NVIDIA GeForce GTX 1050TI, Windows 10 Home, Black - G3579-7989BLK-PUS",After a bios update the laptop stopped working. Keyboard and battery got damaged. Never buying FusionTech again!,1.0,battery,100.0,CRITICAL
246,B08D8N7ST2,"2021 Newest FusionTech G3 15.6'' FHD Gaming Laptop, Intel i5-10300H, NVIDIA GeForce GTX 1650, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, Webcam, WiFi, Backlit Keyboard, Win10 Home","I used mostly for work. I am photographer, videographer, and work making virtual tours and augmented reality filters and apps for businesses. I love it that I can run all the Adobe suite apps without any issues and simultaneously. I love the 2 SSDs. I installed all my apps on C and used the other drive for storage, cloud drives and downloads to avoid slowing it down. I love this laptop. Its not so great on battery meaning it won't last 7 hours, but it has enough juice for at least 2 hours at max performance.<br /><br />One thing I was disappointed with was that I thought it had a light in the front under the laptop as per the product picture, but it doesn't, not that that makes a difference in performance but I thought that made it look really cool. Also the keyboard light is blue, I wish you could either have the option to customize it or be green.",5.0,overheating,42.5,MEDIUM
247,B089HR6CQP,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","Compared to my 5 year old PC that I was using for gaming, this is a really solid computer. As you can see from the photo, the power adapter is huge and pretty cumbersome to haul around. I like the design and the weight is about the same as other laptops.<br />The keys have a nice blue backlight which I like quite a bit as I often am in dim or no light. You can also adjust the brightness of the screen itself depending on room lighting conditions, preference or battery life.<br /><br />I made sure the battery was fully charged and embarked on several hours of gaming, music editing programs and plain old internet surfing. I got about 3 1/2 hours of continuous use before needing to plug in to a power source.<br />I did have the laptop sitting on a laptop mat which has a built in fan that will kick on when higher heat levels are detected, however the internal fan system does the trick and my external fan never had the need to kick on.<br /><br />Pretty standard with newer Microsoft components, Cortana is the embedded virtual assistant. You can enable voice commands in the settings or access her through the desktop. I found the voice settings to be useful so you don't have to disengage in game play or anything else to access her.<br /><br />The memory is decent, but not great. I have an external drive which I use for storage and so this isn't a huge influence  to my opinion. If you have software which is on physical CD (disc) you will need an external drive for this as well as there's not one included with this laptop. Not a huge surprise as so many things have now moved to online availability in the form of direct downloads.<br /><br />Outside of gaming, I use the laptop primarily for mixing music, creating drum beat, sound effects, editing and producing. Mainly using the FL Music Studio program which is basically a studio music mixing board on the laptop.<br />FL Studio's Piano roll has the well deserved reputation as the best Piano roll in the business. The Piano roll is used to send note and automation data to plugin instruments (sequencing). It includes a wide range of tools to aid complex score editing and manipulation.<br /><br />Overall, I'm quite happy with this laptop. My use and skill level would definitely be very moderate compared to pro-level folks and their usage needs. For me, this is great, for others at a higher level, this is still a solid choice but may not be best suited.",4.0,overheating,52.5,HIGH
248,B07RGJ4PRJ,"FusionTech G5 15 5590 15.6 inch FHD Gaming Laptops (Black) Intel Core i5-8300H 8th Gen, 8GB RAM, 128GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 (G5590-5547BLK-PUS)",Pantalla con buena resolución<br />Se calienta un poquito pero es algo que se puede sobre llevar debido a mi trabajo(Multimedia) le hice un update de 16 RAM y disco duro (1 NVMe 1Tb y SSD SATA de 2Tb),5.0,performance,50.0,HIGH
249,B07T1DTF4F,"FusionTech - ABC7590-7572SLV-PUS ABC 15 7590 Laptop 15.6 inch, 4K UHD OLED InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 256GB SSD, 16GB RAM, Windows 10 Home, ABC7590-7572SLV-PUS, 15-15.99 inches Silver","I purchased directly from FusionTech, as I have for several new computers.  I got the loaded laptop but got the i7 instead of the i9 to stay away from heat.  After using for 20 days I'm returning to FusionTech.  Very nice looking, great screen, nicely built, fast.  But...runs hot even though not working hard.  If put on quiet mode, then noisy.  Fan blows heat onto screen bottom front.  touch pad clunky.  LOADED with 'bloatware'.  Had to reset several times attempting to boot in reasonable times.  I have and use an older ABC that works perfectly.  Will look at the next design FusionTech laptop but for now...returning.  P.S.  There are other options for the $2, 538.57 I spent.",3.0,overheating,62.5,HIGH
250,B08D8MWYSJ,"2021 Newest FusionTech G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home",Love the FusionTech G5 laptop! It is so responsive and quiet. Had no problems setting it up. Arrived with upgraded RAM and hard drive.<br />Arrived earlier than expected!,5.0,performance,35.0,MEDIUM
251,B07RGJ4PRJ,"FusionTech G5 15 5590 15.6 inch FHD Gaming Laptops (Black) Intel Core i5-8300H 8th Gen, 8GB RAM, 128GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 (G5590-5547BLK-PUS)","since i cant post/ask a question,i will simply post it here...<br />who do i comtact about warranty? less than a year old and nothing but issues",1.0,software,75.0,CRITICAL
252,B08D8MWYSJ,"2021 Newest FusionTech G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home",Great laptop for my engineering work. Shipped quickly!!!!!!,5.0,general,20.0,LOW
253,B07RGJ4PRJ,"FusionTech G5 15 5590 15.6 inch FHD Gaming Laptops (Black) Intel Core i5-8300H 8th Gen, 8GB RAM, 128GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 (G5590-5547BLK-PUS)","Loud, hot, and completely unreliable. My 11 year old T7400 runs games better than this POS. Do not buy.",1.0,overheating,75.0,CRITICAL
254,B081K9QZDF,"FusionTech Worktop 17 17.3"" i3793-7275SLV-PUS 10th Gen Intel Core i7-1065G7 16GB RAM 2TB HDD + 256GB SSD DVD-RW 2GB NVIDIA MX230 (1920 x 1080) Display Windows 10 Home",its a great laptop fast,5.0,general,20.0,LOW
255,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","This is not a good laptop. I suggest getting a different one.<br /><br />Update after one year. I’ve not used this laptop often because as i said, it isn’t good. It’s also important to note that the bluetooth no longer works. Get any other laptop.",1.0,software,100.0,CRITICAL
256,B089HJX59L,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver",You will likely get a used and possibly defective unit if you buy from this listing.,1.0,software,100.0,CRITICAL
257,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","This laptop is fantastic, and overall I am very satisfied with this purchase.  But let's talk about the elephant in the room that a few reviewers have already pointed out: ""Is this a new product?"".  Given the $2000 price tag, it's only natural to be concerned about the integrity of the product you are receiving.  I understand that entirely as I was very concerned myself.<br /><br />For me, the laptop itself was inside its original packaging and showed no signs of being opened before.  With that said, the box was a little banged up upon arrival.  The laptop itself was wrapped around plastic, and everything inside seemed in place.<br /><br />Now, there is a shipping label on the original packaging box from ""FusionTech Returns"" located in Lebanon, Tennessee.  So I did some quick investigating.  I read that most returns for FusionTech products will get shipped to this Return Center in Lebanon, Tennessee.  These returns include order cancellations and unopened returns.  FusionTech Outlet, in turn, sells these ""new unused"" products at a cheaper price tag.  So yes, I believe this product is ""NEW"", but it is new under the FusionTech Outlet standards.  This is just my assumption but is the most logical reason I can think of.<br /><br />For me, I have no problem receiving a FusionTech Outlet product, but it should at least be advertised as such on Amazon.  Now, considering all of these factors and even if this is a FusionTech Outlet product, getting a FusionTech ABC 15 (2020 model) at this price (~$2000) is a STEAL!  You are getting FusionTech's UHD+ touchscreen infinity display, latest i7 CPU, 1 TB of SSD storage, and Windows 10 Pro.  If you were buying this same laptop configuration off of FusionTech's official website, it run you close to ~$2500.  On top of the cheaper price tag on Amazon, there is a 10% back for customers who purchase this laptop on a Amazon Prime Visa card (~$200 back).<br /><br />The laptop itself has solid specs and is built very solidly.  The aluminum casing and carbon fiber finish gives this laptop a premium feel.  The display is gorgeous and crisp.  The touchscreen is super responsive.  The track pad is honestly the best I have experienced on any Windows laptop.  I personally have NOT had the wobbly track pad issue some users were having.<br /><br />Some issues I do have with the laptop is that it does heat up quite a bit, and you can hear the fans spinning pretty hard at times. FusionTech has a weird adaptive brightness feature, but you can easily turn this off in the settings.  Battery life is less than impressive when you are doing more intensive tasks.  I hear the pre-installed McAfee software plays a role in draining the battery, so you could disable it and use the built-in Windows Defender.  And while I love the carbon fiber finish (because it gives it an even more premium feel), it is definitely a fingerprint magnet lol.<br /><br />All in all, this laptop is absolutely stunning.  The amount of features you receive for the price that you buy this laptop at outweighs the minor issues that I have pointed out.",4.0,overheating,52.5,HIGH
258,B0764N2QL4,"FusionTech Worktop 15 7570 Laptop - 15.6"" LED-Backlit Display - 8th Gen Intel Core i5 - 8GB Memory - 1TB Hard Drive with 8GB cache- 4GB Nvidia Geforce 940MX","I bought this as a gift for my wife since our old laptop (5yrs old) was on it's last leg and slow.  Thought it would be a good surprise with all the great specs.  Well, since she first started using it and even till today (2yrs later) it's slower than my old laptop.  In fact, we still use our old laptop because it's faster.  Like many reviews and in forums... the laptop's hard drive is always at 100%.  It's either a bad hard drive or corrupt software.  Getting a resolution from FusionTech is even worse cause I haven't heard of a resolution.  Save yourself the hassle and get something else.  I've been hearing it from my wife every time she uses it.  In fact, I did the most recent windows 10 update... started it last night and it's 1pm next day and still updating... WTF.  You have been warned.",1.0,screen,82.5,CRITICAL
259,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","The laptop was faulty with constant screen flickering, despite updating to the latest drivers/Windows updates/BIOS, etc. There was no damage to the packaging or the laptop itself.",1.0,screen,100.0,CRITICAL
260,B07N82R4XZ,"FusionTech ABC 15 9570-8th Generation Intel Core i7-8750H Processor, 4k Touchscreen display, 16GB DDR4 2666MHz RAM, 512GB SSD, NVIDIA GeForce GTX 1050Ti, Windows 10 Home, Gaming Capable","The laptop is holding up, but that's the best I can say. Like everyone else says it heats up far beyond acceptable limits, and is touted as an editing laptop but cannot stop itself from freezing on premiere every couple minutes. It just cant do the work.",1.0,overheating,67.5,HIGH
261,B07GFLBNYD,"FusionTech G5 Gaming Notebook Computer 15.6?, Intel Core i7-8750H, Nvidia Geforce GTX 1050Ti 4GB, 8GB RAM, 1TB + 128GB SSD Storage, G5587-7037RED-PUS",Did not work!,1.0,general,75.0,CRITICAL
262,B0897X5DTP,"FusionTech Worktop 15 7000-15 Inch FHD Touchscreen, Intel Core i7, 8GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 4GB GDDR6, Windows 10 Home (Latest Model) - Silver",I had a FusionTech years ago when I was in college for my bachelors degree and I loved it. I have not used it since and I recently (10 years later) decided to go back for my masters. I took out my old FusionTech and unfortunately it had windows vista and did not have the requirements needed to update. I made the dumb decision to go the cheaper route and got an HP. 5 months later and I wised up and got this bad boy. FusionTech does not disappoint. The keyboard does light up. It is all very user friendly. And I didn’t even realize the screen is touch screen until 2 days later. So that was an added bonus. There is plenty of memory and storage. The display is amazing. The keyboard is just fabulous. The batter life is great. I only have to charge every 3 days or so but I don’t do a whole lot other than school work on it. I don’t know what I was thinking trying anything other than FusionTech. I recommend this laptop. It is worth every penny.,5.0,battery,42.5,MEDIUM
263,B07BXWHSRW,"FusionTech G3779-7934BLK-PUS Gaming Laptop 17"" LED Display - 8th Gen Intel Core i7-8750H, 8GB Memory, 128GB SSD+1TB HDD, NVIDIA GeForce GTX 1050 Ti 4GB, Black",It can't run a single Google Chrome tab without being on the battery,1.0,battery,82.5,CRITICAL
264,B07T1DTF4F,"FusionTech - ABC7590-7572SLV-PUS ABC 15 7590 Laptop 15.6 inch, 4K UHD OLED InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 256GB SSD, 16GB RAM, Windows 10 Home, ABC7590-7572SLV-PUS, 15-15.99 inches Silver","I purchased one ABC, and have been having to talk to the Call center who tries to coordinate repair of my malfunctioning laptop. They send boxes to my house, then I have to ship it, then a week or two later comes back, with other or more problems. Then they told me to wait for the box, but they send the box to the wrong address. I am now awaiting again for the box - this is the third iteration of all this, months with a broken computer. FusionTech is a good company, but does not have any customer centricity. They are ""device"" centric. They do not understand I have been without a computer for months and that its their fault. They also don't read messages that I add attached to the tickets. They don't even notice when they use the wrong address.<br /><br />Which Support level do I have? Platium Plus Next Business Day Onsite that costs me over $500. My computer is broken since mid June. I had to buy another computer for my children class. I wish they would improve the process here.<br /><br />Unless FusionTech becomes customer centric, like all the other companies are doing, they risk alienating their future. Right now, I started buying Surface computers. FusionTech, step it up.",1.0,build_quality,100.0,CRITICAL
265,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","When I originally opened the package I thought I had been scammed because the laptop that was delivered was not the laptop in the seller's pictures. The laptop is a FusionTech G5 15, which is what the title says, but the images are not of that laptop. All of the specs listed in the title were correct (actually had a 10th gen processor rather than the 9th gen that was listed, which is nice) so I wasn't too upset that it wasn't the laptop in the pictures. But regardless, when purchasing something for $1200, it should be exactly what's shown. Very aggravating.<br /><br />I don't have any games that would really test the gaming capabilities of the laptop, but I can say it's able to run Fall Guys on the highest settings with no issues at all.<br /><br />One thing that's not mentioned in the listing is the screen is 1080p with a refresh rate of only 60 Hz. This looks just fine to me, but if you were to play first-person shooters competitively it might be an issue.<br /><br />Overall I'm happy with the laptop, but the fact that the laptop I ordered was not the one in the seller's pictures makes me not trust the seller. For this reason I'm giving the product 3 stars.",3.0,screen,55.0,HIGH
266,B089HR6CQP,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","I've had the laptop for about a week know and it's been working great. The screen is really good, my previous laptop had a 60hz screen and the difference is definitely noticeable, if it were a bit brighter it'd be perfect.  I've mostly been playing borderlands 3 on it, running the visuals on high. The game runs smoothly, the only catch is that the laptop gets pretty warm. So if you're planning on gaming with this machine I'd definitely recommend a laptop stand.",4.0,overheating,52.5,HIGH
267,B08BCRRQGP,"FusionTech Worktop 15 5000-15 Inch FHD, Intel Core i7, 8GB Memory, 512GB Solid State Drive, Nvidia GeForce MX330 2GB GDDR5, Windows 10 Home (Latest Model) - Silver","Do not purchase a FusionTech computer. The warranty is only 30 days from date of purchase. If it takes a week to be shipped to you and another week for you to transfer all your information, that only gives you a very short amount of time to discover the glitches on your lemon of a computer. I started contacting customer service 32 days after I purchased it, not realizing that the warranty was from the purchase date, not the delivery date. I am out $800. As for this particular computer, the graphics card is very weak. You can't start a zoom meeting and then play a DVD. You have to start the DVD first and then begin the zoom meeting. The audio interfaces are also incredibly weak. They do not switch smoothly external microphones, monitors and headphones. But I don't know how you would know these things without trying them out. So don't take a chance - don't buy FusionTech.",1.0,screen,100.0,CRITICAL
268,B089HJX59L,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver",Didn't even have this thing for a week and I got a hard drive error. Besides that this laptop is amazing,3.0,general,40.0,MEDIUM
269,B07T1DTF4F,"FusionTech - ABC7590-7572SLV-PUS ABC 15 7590 Laptop 15.6 inch, 4K UHD OLED InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 256GB SSD, 16GB RAM, Windows 10 Home, ABC7590-7572SLV-PUS, 15-15.99 inches Silver","I bought my 7590 from FusionTech. This is my best laptop in the dozen or so I owned. Its better than many business computers. What do I like most, the battery life and the ability to upgrade. What I like least is the keyboard and charging connection. There is about 1.5"" of clearance on both side of the keyboard. They could have made a larger ""Enter"" key and larger direction keys (left, right, up, down). Aside from this small gaffe this machine is amazing. I bought with fewest resources so I could upgrade the SSD, DDR4 DRAM and Win10 Home to Pro. What makes FusionTech such a capable laptop is that its up gradable. I gave up an Apple MacBook Air for this box.  The only bright spot on the Air was its charging connector. This machine (7590) does not disappoint. Occasionally I hear the fan and that is a function of the surface my laptop is sitting on. No touch-screen or shiny display for me as I opt for reliability.  I use some hefty software packages (ECAD software, several compilers and a few games). Mr. FusionTech hit a home-run with this machine.",5.0,overheating,42.5,MEDIUM
270,B08D8MWYSJ,"2021 Newest FusionTech G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home","Pretty fast, elegant design and the price is very competitive. Very well recommended",5.0,value,27.5,MEDIUM
271,B07T4HGF79,"FusionTech ABC 15 laptop 15.6"", 4K UHD InfinityEdge Touch, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 1TB SSD storage, 16GB RAM, ABC7590-7565SLV-PUS","I don't know what the reason is, the screen is shaking, it's getting a lot better recently. in the beginning, it really bothered me",3.0,screen,87.5,CRITICAL
272,B08BCRRQGP,"FusionTech Worktop 15 5000-15 Inch FHD, Intel Core i7, 8GB Memory, 512GB Solid State Drive, Nvidia GeForce MX330 2GB GDDR5, Windows 10 Home (Latest Model) - Silver",I found it weird that FusionTech would sell this in an open box as shown in the picture. And which is why the screen was damaged or defective with a white light on the left side.,1.0,screen,100.0,CRITICAL
273,B07VK1M3YB,"Newest FusionTech G3 17.3"" FHD High Performance Gaming Laptop, Intel Quad Core i5-8300H up to 4.0GHz, 8GB RAM, 1TB HDD, NVIDIA GeForce GTX 1050 4GB GDDR5, Backlit Keyboard, Windows 10","The 8 gb ram part is whack, but its a fairly good labtop.",5.0,performance,27.5,MEDIUM
274,B089HJX59L,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver","The 2020 ABC 15 is simply the best Windows laptop I have ever used. It's not flawless, but the issues are minor and the features that count are spot-on. The three parts of the hardware that impress the most are the ones you interact with the most directly, the display, the keyboard and the touchpad.<br />My model is the FHD+ one, which means 1920x1200 resolution. It's not 4K, and it's not going to fool you into thinking it is, but it's still excellent. It has the brightest backlight I have ever seen on an LCD and the colors are sharp and vibrant. The GTX 1650 Ti graphics are enough to play most games, despite not being a ""gaming"" PC. Games eat into the battery life pretty significantly and in the worst case I've seen as little as 2 hours when gaming.<br />The keyboard and trackpad are not cramped and are great for long typing sessions (like this review). They both have a great feel for typing and clicking.<br /><br />Overall it's a great machine and here are some of the general positive and negative features.<br /><br />Pros:<br />- Amazing, bright, sharp and color accurate display with almost no bezels<br />- Large keyboard with good key spacing and travel<br />- The biggest touchpad I've seen on a PC laptop<br />- Fast and capable specs<br />- Good speakers with bells and whistles like head tracking for the stereo<br />- Solid and thoughtful construction and use of materials<br /><br />Cons:<br />- Unimpressive webcam<br />- No touchscreen on FHD+ model<br />- Passable, but not great battery on FHD+ model, especially in games<br />- Not everybody is ready for USB-C only (even though Apple laptops have done it for years)<br /><br />Some of the reviews I've read mention issues with the touchpad, but FusionTech says those were resolved in units made after June and mine is perfectly solid. Overall the build quality is great. The aluminum chassis looks really good, but the best part is the carbon fiber deck around the keyboard. It's solid, it has a great feel and it looks awesome. The hinge is solid, and detects when it's being opened so the machine wakes right up for you.<br /><br />The ABC 15 for 2020 hits a sweet spot with great ergonomics a powerful processor and video and good options to tailor the details to your needs.",5.0,battery,42.5,MEDIUM
275,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","I don't normally write reviews, but I just wanted to report that this machine came in absolutely perfect. No touchpad issues, nothing negative whatsoever. I am highly critical of laptops, being a cloud architect. I can detect absolutely nothing wrong with this piece. I was highly concerned that the touchpad would wobble etc but nope, perfect. It's the first touchpad I've ever used that rivals a MacBook. It's actually big enough to perform the three and four-finger gestures that are now built in to windows 10. Touchscreen is sublime. Keyboard: no complaints. It's just great all around.",5.0,screen,42.5,MEDIUM
276,B089HR6CQP,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","I bought 2 of these laptops, asked for replacements 3-4 times, and then returned them for full refund. Thank you to Amazon customer reps for helping me through the exchange and refund process. We tried to make it work but these laptops were horrible and not made to last.<br /><br />The first laptop arrived in its own FusionTech box and not in another Amazon box protected from any shipping damage. The FusionTech box looked like it had been drop kicked. It had a tear and box was smushed in some places. So I asked for a replacement. Amazon complied. The replacement worked for a little bit and then died. You could hear fan running and then nothing but a black screen.<br /><br />The second laptop was for my hubby. His lasted a day and died during the set up process the first day. Then amazon tech guy walked up through getting it to start back up again since we just had a black screen. It worked for another day and then it died and would not turn on. Amazon sent a replacement.<br /><br />Then his replacement laptop lasted for about two weeks longer until it died completely and wouldn’t turn on. Sometimes you could hear a fan but again black screen and you couldn’t see or do anything. It was dead. Amazon helped again by sending a replacement.<br /><br />Honestly, by the end I lost count of the number of replacements. I was very thankful for Amazon’s excellent customer service reps for helping us get a full refund. We tried to make these laptops work but they were not built to last. The sale was too good to be true around $1000 each for those specs. Anyway, I would not recommend this laptop specifically. I have nothing against FusionTech but this laptop just doesn’t work.",1.0,overheating,82.5,CRITICAL
277,B07T1DTF4F,"FusionTech - ABC7590-7572SLV-PUS ABC 15 7590 Laptop 15.6 inch, 4K UHD OLED InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 256GB SSD, 16GB RAM, Windows 10 Home, ABC7590-7572SLV-PUS, 15-15.99 inches Silver","This is an excellent computer for podcasting, zooming, and even some gaming activities. As advertised, it is not for high end gamers. You guys need a gaming certified system. For everyone else, this laptop is great.",5.0,general,20.0,LOW
278,B089HR6CQP,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","Runs smooth, fast, and works well for gaming. Very pleased.",5.0,general,20.0,LOW
